2.50000000 0.00109631
7.50000000 0.00270779
12.5000000 0.00454259
17.5000000 0.00408072
22.5000000 0.0040122
27.5000000 0.00414417
32.5000000 0.00365945
37.5000000 0.00454513
42.5000000 0.00667939
47.5000000 0.0106256
52.5000000 0.0163
57.5000000 0.0212791
62.5000000 0.028126
67.5000000 0.0337116
72.5000000 0.0338233
77.5000000 0.0340618
82.5000000 0.0399621
87.5000000 0.0475424
92.5000000 0.0562952
97.5000000 0.0580132
102.500000 0.0602592
107.500000 0.0611042
112.500000 0.064246
117.500000 0.0650631
122.500000 0.0654032
127.500000 0.0654666
132.500000 0.0576427
137.500000 0.046337
142.500000 0.0353155
147.500000 0.0237331
152.500000 0.0158788
157.500000 0.0110088
162.500000 0.0073519
167.500000 0.00402743
172.500000 0.00167239
177.500000 0.000281692
