 -0.36120300000000000      -0.52200000000000002     
 -0.25413700000000000      -0.43200000000000000     
 -0.31488400000000000      -0.49800000000000000     
 -0.31684000000000001      -0.48399999999999999     
 -0.32032699999999997      -0.48299999999999998     
 -0.28215299999999999      -0.49199999999999999     
 -0.29583599999999999      -0.53800000000000003     
 -0.31244800000000000      -0.49900000000000000     
 -0.24426400000000001      -0.50200000000000000     
 -0.31422800000000001      -0.52000000000000002     
 -0.33322900000000000      -0.46100000000000002     
 -0.29604200000000003      -0.53300000000000003     
 -0.30493599999999998      -0.51600000000000001     
 -0.32041300000000000      -0.49199999999999999     
 -0.32162800000000002      -0.51500000000000001     
 -0.35833300000000001      -0.52200000000000002     
 -0.26841300000000001      -0.45600000000000002     
 -0.27901700000000002      -0.51800000000000002     
 -0.34382400000000002      -0.50200000000000000     
 -0.30870300000000001      -0.50700000000000001     
 -0.30799100000000001      -0.50500000000000000     
 -0.30529200000000001      -0.52400000000000002     
 -0.28108800000000000      -0.48599999999999999     
 -0.26400000000000001      -0.48199999999999998     
 -0.28020000000000000      -0.54600000000000004     
 -0.27516099999999999      -0.51300000000000001     
 -0.33115299999999998      -0.56899999999999995     
 -0.28797699999999998      -0.45900000000000002     
 -0.30194900000000002      -0.50800000000000001     
 -0.24407999999999999      -0.50000000000000000     
 -0.31225500000000000      -0.49600000000000000     
 -0.27319199999999999      -0.48399999999999999     
 -0.25009599999999998      -0.49099999999999999     
 -0.28162999999999999      -0.46500000000000002     
 -0.27211099999999999      -0.52000000000000002     
 -0.32893400000000000      -0.50500000000000000     
 -0.30048799999999998      -0.47299999999999998     
 -0.30691299999999999      -0.48399999999999999     
 -0.30089900000000003      -0.50900000000000001     
 -0.31209999999999999      -0.50200000000000000     
 -0.32525700000000002      -0.52300000000000002     
 -0.26985300000000001      -0.48499999999999999     
 -0.27848699999999998      -0.50400000000000000     
 -0.30103099999999999      -0.48399999999999999     
 -0.32262999999999997      -0.49600000000000000     
 -0.33665299999999998      -0.55900000000000005     
 -0.36356200000000000      -0.51600000000000001     
 -0.31486700000000001      -0.47499999999999998     
 -0.32357700000000000      -0.55200000000000005     
 -0.26615400000000000      -0.49299999999999999     
 -0.25939400000000001      -0.51200000000000001     
 -0.26560800000000001      -0.48499999999999999     
 -0.32042900000000002      -0.50700000000000001     
 -0.27556199999999997      -0.49800000000000000     
 -0.26787300000000003      -0.48899999999999999     
 -0.29614299999999999      -0.50500000000000000     
 -0.24542600000000001      -0.46500000000000002     
 -0.32263799999999998      -0.50200000000000000     
 -0.31350400000000000      -0.51100000000000001     
 -0.33006799999999997      -0.53100000000000003     
 -0.24215400000000001      -0.49299999999999999     
 -0.26197799999999999      -0.48999999999999999     
 -0.34526299999999999      -0.49199999999999999     
 -0.27635300000000002      -0.49800000000000000     
 -0.27972799999999998      -0.50200000000000000     
 -0.27490700000000001      -0.47299999999999998     
 -0.30262600000000001      -0.48399999999999999     
 -0.29156199999999999      -0.53100000000000003     
 -0.21307000000000001      -0.44100000000000000     
 -0.27135399999999998      -0.49800000000000000     
 -0.32393899999999998      -0.50700000000000001     
 -0.28954500000000000      -0.52800000000000002     
 -0.28386299999999998      -0.51600000000000001     
 -0.35422199999999998      -0.51700000000000002     
 -0.25601900000000000      -0.48399999999999999     
 -0.30010500000000001      -0.51500000000000001     
 -0.26324199999999998      -0.51600000000000001     
 -0.28617999999999999      -0.51500000000000001     
 -0.29256300000000002      -0.53400000000000003     
 -0.26804499999999998      -0.49199999999999999     
 -0.26206499999999999      -0.51800000000000002     
 -0.24996099999999999      -0.45700000000000002     
 -0.27299699999999999      -0.52400000000000002     
 -0.34618599999999999      -0.52900000000000003     
 -0.31005700000000003      -0.47799999999999998     
 -0.29625200000000002      -0.48899999999999999     
 -0.26450600000000002      -0.52400000000000002     
 -0.27760299999999999      -0.47799999999999998     
 -0.32430199999999998      -0.53000000000000003     
 -0.25482900000000003      -0.45700000000000002     
 -0.31876300000000002      -0.51200000000000001     
